PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,MonthlyIncome,JobLevel
-0.03655403861131671,-2.270004326592223,-0.9380460274133922,1.2792608844668636,-1.916782686693245,0.48682692248082526,1.9634919961311337,0.2107292725538455,0.9112413854423997,-0.5534237563376948,5993,2
0.2701422189849041,1.5485169949427162,-0.2496534803470158,-0.24585971565762785,2.862667964605664,1.6881630422635925,1.3268650087124974,-0.24588736906185713,0.384992663641774,0.650076540565882,5130,2
-2.8578265989222857,0.8867298530816272,-0.37286725185393577,1.2552756723248062,-1.2646579395955317,0.42778168571748637,-0.5568060531510924,-0.07453239018845541,-0.9868179542810457,-1.155823132245214,2090,1
-0.9709869263551408,1.0937470349570546,-0.3275360917685835,0.17137820998143122,-0.16737031543471606,-1.2001509601399667,1.7512622668412843,-1.1782208193876906,1.8907063839215799,1.123086754667312,2909,1
-2.0528955661966912,1.092803454650798,0.3216719292566317,-0.9304060382055663,-0.8271447067041096,-0.6392836974263849,-1.7425423820252608,-1.5184795896434156,-2.0202491911652034,-1.0991550202902032,3468,1
-1.049566735185663,1.1774999053668336,-0.8826461061097357,1.9983850971677473,0.6679716833398919,-1.7952888904359283,1.3990158832813229,0.31596242520684314,-1.4242412707438896,-0.6354339838522621,3068,1
-1.3309537681703185,1.649995386714303,0.34746048309606986,-3.1505360563938276,0.2289428172100599,2.9175228331711303,-1.3043157281178406,-1.168779415306228,-0.4108099593086873,-0.9008887608641483,2670,1
-3.09319107611412,1.1314770774994485,-0.2673785301393611,-1.4912110725777783,1.8995109666661243,1.6813986650581099,0.7719983453209406,2.2948268165084893,-1.792694331677457,-0.16779276803636936,2693,1
0.6130806473626745,1.3430379566808381,-0.9144930965810357,2.203649889723227,2.5489750133345055,1.7113979641052115,1.2312211437902147,1.079017215539195,-0.7162416595380959,0.9153421916796067,9526,3
1.4151756977627004,1.7464186749644377,0.05726028409099741,-1.883377107418611,-0.1059333673596996,-0.6181861520034981,-1.0429622141608648,-1.2372021230512456,0.42608842195104635,-0.8845850051725146,5237,2
-1.5740431424513897,1.1131998643534573,-0.0005892261021348718,-1.2109851994917193,0.357005159497397,-1.2887191929334658,-1.4650677809494463,-1.6547390791977425,-1.777831658754888,-1.767918861545555,2426,1
-0.7069390196098783,0.9643661360467503,-0.8679523175989383,2.4233300249376755,0.34520269552797056,-1.6226692204975541,0.7777845721360553,0.47288843012663856,-1.5242467059655842,0.08064907372904451,4193,2
-1.738723522043108,1.1909214949639804,-0.1675586708749982,-0.6806014163136823,0.766863124141878,-0.7797887536336469,1.1278697008792793,2.1338510414769543,1.1756138891761527,-0.27113390208574206,2911,1
-2.2613488960358668,1.1253933218161214,-0.028133852138125307,-1.4321964548348745,-0.3557310168175881,-1.5629295056234844,-1.5929055713298468,1.18409476195805,-1.3242695679272158,-1.1506394887277507,2661,1
-2.262541932396401,0.7963295049228014,-0.6782943443175273,1.8109135232026008,-0.43680836188952443,-0.3715812612449559,0.9172933392608025,0.4278052881046248,-1.7381193416511822,-1.0821263449706195,2028,1
1.742216807232629,1.515504134263673,-0.23493621133552167,-0.559897976815491,0.2627870626323944,-1.8085273989582908,1.1752606474867808,1.9138500534500966,0.3764468718379172,0.5839389229184158,9980,3
-1.667508713362722,1.2076973366224872,-0.06863608566977449,-1.3183486052629694,-0.20756446342835552,-1.719986484745351,1.019644245843302,2.171323494641591,1.1481408829346407,-0.17618236018588193,3298,1
-3.2219076030656155,1.0928113947543427,0.03157623289488261,-2.3866810414304727,-0.41747306583191235,-1.268878755653015,-1.5630262688581924,1.60378230892626,-0.42947021050016343,-0.9877940854774331,2935,1
5.220932708462909,-0.6006181256221004,0.03706768599107334,0.6256838921011502,-0.40731882940426184,0.9584897195294808,1.62254983297367,-1.3942305836366193,-0.871079629806576,0.8562974653603324,15427,4
-2.0436013878690926,0.9481728924449037,-0.5011191424841522,1.9703415455748097,-1.3069021162405001,-0.5085322196246554,1.3244785417588334,0.4453946359994535,1.656971095805618,-0.1827313261457395,3944,1
-1.4788958122440687,1.1060933650272222,-0.1615934171852143,-0.9600431178291041,0.46323870788493615,-0.36209144765903223,-0.7438938154783067,1.753939187739055,-0.4602845276361893,0.13632268347487478,4011,2
-1.340089356963519,-2.1207964340289074,-0.8993984437496453,1.443893928115509,1.2604484684092374,3.331128613828488,0.777139714739289,0.599896625322678,-0.9867343456143526,1.0746917450433215,3407,1
1.806387855358999,1.2878541552322484,-0.7675316427755925,2.546474472727187,-0.8158996481288299,-1.034402538987111,0.8501071575475441,0.29904031856043234,-1.1112629611677542,-0.058395884003930254,11994,3
-3.6545086806500238,0.5950795340006141,-0.8208800398942588,1.8281761125288207,-0.12460440448849178,-0.7596556603089666,1.0093444311401882,0.3798490545684322,0.18346519916581788,-0.06409133271967421,1232,1
-2.0811031709099224,1.035825175671696,-0.4750285017122314,1.7063330008722892,-0.5331380220937973,-0.9942686823779663,-1.576575398221765,-0.307411649182283,1.0958835801679703,-0.5175622476954959,2960,1
4.8202560008168165,1.651551271873012,0.3927605989132192,-0.07565856505038067,-1.611654240710024,-0.26931828554222564,-0.661203584292495,1.3403235720496929,0.09109688751554061,0.3507563826847882,19094,5
-0.9108489189134987,1.2440109563482038,-1.1756200350090762,2.026171626136155,3.2570623644686267,1.3122868683388071,0.6135142342605118,0.7847905203620624,0.6020540798581883,0.7724132711681656,3919,1
1.2872269897751227,-3.576093761433186,-0.4188376706132228,-0.9526952858640486,-0.3583749824200925,-1.026816332614953,0.061193988681244905,-0.9507409110787626,0.4937058326007164,-1.0826995812336901,6825,2
4.002740861372992,1.9200859281879872,-0.09994122277533697,-0.03712921049579837,0.8985198071928767,-1.183550721468291,-1.3937589743624064,-1.1281242518551768,-0.1422310338919099,-0.6358914538963081,10248,3
2.2921061863841796,-2.461500452721011,-0.24682795662147136,1.8284850485057202,-3.2706812156861425,1.846623706472153,-0.32942633197508686,-0.6504357576404541,0.10405305746756155,0.07987034323938347,18947,5
-2.640564173106822,0.9428354602344251,-0.3548741184563804,1.4350052018667652,-1.496420828862105,-0.5417235324952818,-1.6232459231370282,-0.3702151997222774,-1.377349831351435,-1.5329279401916303,2496,1
-0.4283712897891005,1.0772368361970628,0.09688655398382477,-0.13225280361162922,-1.0833513346261914,-0.0034697832337831,-0.38668225882293206,-1.1744214073173986,0.3578746459368056,0.2823020959753771,6465,2
-1.4412702463979188,1.0594823037152001,-0.8133790832876112,1.8936107466270957,0.4925506634587722,-1.518189645916954,-1.8782405080346354,-0.0885946616201108,-2.429085803963765,-0.8025697334395014,2206,1
-1.1044430669938168,-2.428210888874916,-0.06113274218246473,-0.7938912840499213,-0.6804253376347077,-0.0231454605282965,-0.7176638160367151,-1.6784772598220608,-0.32866373430393053,3.567744125259311,2086,2
-2.612667251714501,1.055801205641699,-0.0113278851394167,-1.2055202714419984,0.4373685200412839,-0.2877218159185297,-0.7703836756232019,-1.3172935611136736,1.958502445418063,-0.4504666949314807,2293,1
-1.274040668594226,1.4743046549994798,-0.0016782989467377142,-1.5910270528873918,-0.8047853896201459,-1.231841423276248,-1.5977022812959327,1.5559985393080655,1.7700808565750525,0.5799764893993185,2645,1
-1.292563458242763,-3.638695774208272,-0.42237878879613683,-0.5997944309709308,-0.07583590528261815,0.21396253303047394,-0.03491609117708706,-1.701821891237453,-0.005815385278778234,1.641470995749959,2683,1
-1.5480856252677444,-3.71699816289883,-0.739934761649134,-0.5800948710597834,0.22859943327858429,-0.4142323593169783,0.06314018837308935,-1.8065410403852722,-0.2081405589857007,2.2832692495879625,2014,1
-2.030879817803355,0.9561567431222202,0.27882403160176344,-0.8930389662467596,-1.7400082769959404,0.8195873651503875,1.4592643740217415,-1.1331171816517192,1.544845861114994,-0.14285507951215867,3419,1
-0.06585995438951026,-2.318776613755804,-0.2914881840075076,-1.7996821140185704,0.5576003463831763,0.20244726253929304,1.4154364680243954,-0.721924848187529,-0.2391204244361711,0.1903291556927774,5376,2
-2.9187052771818958,0.879699933548028,0.10938767851791112,-0.9362565987681926,-0.7391616377512318,-1.2315113680507606,-0.5785850072239772,1.55015863745749,-1.663283056194223,-0.9925591886747321,1951,1
-2.8293397313070887,0.8654128358706327,-0.13696413045394287,-0.7855004382719124,-1.01546265945754,-1.0649899061900683,0.3388260816264943,1.817041364136758,-2.230438814227175,0.30357984671233407,2341,1
-3.1894148384225107,0.6513996193151284,-0.6839816502691299,1.5217369447402787,-0.29686636524308,-0.7007093008412885,1.187220202647476,0.17295239544116375,-1.9713991169290188,-1.4182303898013893,2293,1
0.755118594853774,-2.387344273096271,-0.9603206339386658,2.006331533611702,0.45164766362232245,-0.8564024579976256,1.363949599856106,0.7791060525228362,0.3227863723036264,-0.5393515585184043,8726,3
0.0009760978945479988,1.4845369376770936,-0.9243431338656017,2.1127500894331788,3.0113501279763155,1.215332519214718,-1.82876445019568,0.4183823481471515,-1.28051994577826,-0.550918674897409,4011,2
5.743206257727804,1.9040534052270244,-0.22482025445604475,0.826083765479552,0.47792518135837087,-1.8349505077118808,-0.20760838818686095,-1.5649971275138246,1.375239795947583,1.1988823478839399,19545,5
1.3022855812528975,-3.4524598189680638,-1.373908946600061,1.213895977941817,2.405967899395744,1.495713511138927,-0.33666545751942034,0.8890029928837632,0.78417935114002,-2.5159761209828266,4568,2
